book_name,author,genres_list,pages_format,first_published_year,rating,ratings_count,score,votes,book_url
"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"['Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Audiobook', 'Adult', 'Adventure']","400 pages, Hardcover",2015, 4.03 avg rating,"428,371 ratings","score: 11,340",130 people voted,https://www.goodreads.com/book/show/22055262-a-darker-shade-of-magic
"Antigone (The Theban Plays, #3)",Sophocles,"['Classics', 'Plays', 'School', 'Fiction', 'Drama', 'Mythology', 'Read For School']","80 pages, Paperback",442, 3.68 avg rating,"175,699 ratings","score: 11,315",174 people voted,https://www.goodreads.com/book/show/7728.Antigone
Message in a Bottle,Nicholas Sparks,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Contemporary Romance']","342 pages, Paperback",1998, 3.98 avg rating,"247,500 ratings","score: 11,288",164 people voted,https://www.goodreads.com/book/show/3478.Message_in_a_Bottle
One Day,David Nicholls,"['Romance', 'Fiction', 'Contemporary', 'Book Club', 'Chick Lit', 'Adult', 'Audiobook']","435 pages, Paperback",2009, 3.87 avg rating,"407,807 ratings","score: 11,263",138 people voted,https://www.goodreads.com/book/show/6280118-one-day
Orlando,Virginia Woolf,"['Classics', 'Fiction', 'Queer', 'Historical Fiction', 'LGBT', 'Fantasy', 'Feminism']","336 pages, Paperback",1928, 3.87 avg rating,"114,200 ratings","score: 11,230",153 people voted,https://www.goodreads.com/book/show/18839.Orlando
The Invention of Hugo Cabret,Brian Selznick,"['Historical Fiction', 'Fiction', 'Young Adult', 'Middle Grade', 'Childrens', 'Graphic Novels', 'Fantasy']","534 pages, Hardcover",2007, 4.22 avg rating,"189,326 ratings","score: 11,206",148 people voted,https://www.goodreads.com/book/show/9673436-the-invention-of-hugo-cabret
"Fablehaven (Fablehaven, #1)",Brandon Mull,"['Fantasy', 'Young Adult', 'Middle Grade', 'Fiction', 'Childrens', 'Adventure', 'Magic']","351 pages, Hardcover",2006, 4.14 avg rating,"177,281 ratings","score: 11,193",140 people voted,https://www.goodreads.com/book/show/44652.Fablehaven
"The Poppy War (The Poppy War, #1)",R.F. Kuang,"['Fantasy', 'Fiction', 'Historical Fiction', 'Audiobook', 'Adult', 'Historical', 'High Fantasy']","545 pages, Kindle Edition",2018, 4.16 avg rating,"470,781 ratings","score: 11,167",120 people voted,https://www.goodreads.com/book/show/35068705-the-poppy-war
"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,"['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery']","274 pages, Mass Market Paperback",2003, 4.02 avg rating,"244,621 ratings","score: 11,166",162 people voted,https://www.goodreads.com/book/show/140082.Club_Dead
Walk Two Moons,Sharon Creech,"['Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Realistic Fiction', 'School', 'Classics']","280 pages, Paperback",1994,really liked it 4.00 avg rating,"173,330 ratings","score: 11,163",144 people voted,https://www.goodreads.com/book/show/53496.Walk_Two_Moons
It's Kind of a Funny Story,Ned Vizzini,"['Young Adult', 'Fiction', 'Mental Health', 'Contemporary', 'Mental Illness', 'Realistic Fiction', 'Romance']","444 pages, Paperback",2006, 4.07 avg rating,"261,777 ratings","score: 11,129",129 people voted,https://www.goodreads.com/book/show/248704.It_s_Kind_of_a_Funny_Story
"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,"['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery']","291 pages, Mass Market Paperback",2002, 3.96 avg rating,"262,536 ratings","score: 11,093",156 people voted,https://www.goodreads.com/book/show/110494.Living_Dead_in_Dallas
"Souls Unfractured (Hades Hangmen, #3)",Tillie Cole,"['Dark', 'Romance', 'Dark Romance', 'Contemporary', 'Abuse', 'Contemporary Romance', 'Suspense']","371 pages, ebook",2015, 4.41 avg rating,"28,144 ratings","score: 11,068",118 people voted,https://www.goodreads.com/book/show/22107214-souls-unfractured
The Shell Seekers,Rosamunde Pilcher,"['Fiction', 'Historical Fiction', 'Romance', 'Book Club', 'Audiobook', 'Chick Lit', 'Historical']","544 pages, Hardcover",1987, 4.20 avg rating,"120,356 ratings","score: 11,056",169 people voted,https://www.goodreads.com/book/show/37095.The_Shell_Seekers
The Namesake,Jhumpa Lahiri,"['Fiction', 'India', 'Book Club', 'Contemporary', 'Literary Fiction', 'Novels', 'Indian Literature']","304 pages, Paperback",2003, 4.02 avg rating,"283,144 ratings","score: 11,040",154 people voted,https://www.goodreads.com/book/show/33917.The_Namesake
The Communist Manifesto,Karl Marx,"['Philosophy', 'Nonfiction', 'Politics', 'Classics', 'History', 'Economics', 'Sociology']","288 pages, Paperback",1848, 3.68 avg rating,"196,310 ratings","score: 11,034",139 people voted,https://www.goodreads.com/book/show/30474.The_Communist_Manifesto
A Winter Grave,Peter  May,"['Crime', 'Thriller', 'Mystery', 'Fiction', 'Suspense', 'Dark', 'Mystery Thriller']","368 pages, ebook",2023, 4.05 avg rating,"9,457 ratings","score: 10,959",116 people voted,https://www.goodreads.com/book/show/67998095-a-winter-grave
The Polymorph,Max Nowaz,"['Science Fiction', 'Space', 'Fiction', 'Teen', 'Young Adult', 'Adventure', 'Science Fiction Fantasy']",Kindle Edition,2023, 4.27 avg rating,"14,652 ratings","score: 10,954",117 people voted,https://www.goodreads.com/book/show/101265124-the-polymorph
The Corrections,Jonathan Franzen,"['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'Book Club', 'Literature', 'American']","653 pages, Paperback",2001, 3.85 avg rating,"197,570 ratings","score: 10,949",149 people voted,https://www.goodreads.com/book/show/3805.The_Corrections
"Glass Houses (The Morganville Vampires, #1)",Rachel Caine,"['Vampires', 'Young Adult', 'Fantasy', 'Paranormal', 'Urban Fantasy', 'Romance', 'Supernatural']","239 pages, Mass Market Paperback",2006, 3.92 avg rating,"103,439 ratings","score: 10,944",143 people voted,https://www.goodreads.com/book/show/27266.Glass_Houses
Hard-Boiled Wonderland and the End of the World,Haruki Murakami,"['Fiction', 'Fantasy', 'Magical Realism', 'Japan', 'Japanese Literature', 'Science Fiction', 'Contemporary']","400 pages, Paperback",1985, 4.11 avg rating,"151,830 ratings","score: 10,930",134 people voted,https://www.goodreads.com/book/show/10374.Hard_Boiled_Wonderland_and_the_End_of_the_World
Angle of Repose,Wallace Stegner,"['Fiction', 'Historical Fiction', 'Classics', 'Book Club', 'Westerns', 'Literature', 'Literary Fiction']","569 pages, Paperback",1971, 4.24 avg rating,"61,963 ratings","score: 10,924",141 people voted,https://www.goodreads.com/book/show/292408.Angle_of_Repose
The Jungle Books,Rudyard Kipling,"['Classics', 'Fiction', 'Fantasy', 'Childrens', 'Adventure', 'Short Stories', 'Literature']","368 pages, Mass Market Paperback",1895, 4.01 avg rating,"89,022 ratings","score: 10,898",186 people voted,https://www.goodreads.com/book/show/41684.The_Jungle_Books
"Into the Wild (Warriors, #1)",Erin Hunter,"['Fantasy', 'Fiction', 'Middle Grade', 'Animals', 'Young Adult', 'Childrens', 'Cats']","288 pages, Paperback",2003, 4.32 avg rating,"120,070 ratings","score: 10,888",130 people voted,https://www.goodreads.com/book/show/111332.Into_the_Wild
Still Alice,Lisa Genova,"['Fiction', 'Book Club', 'Contemporary', 'Psychology', 'Audiobook', 'Adult Fiction', 'Adult']","292 pages, Paperback",2007, 4.32 avg rating,"359,648 ratings","score: 10,840",138 people voted,https://www.goodreads.com/book/show/2153405.Still_Alice
"The Girl in the Eagle's Talons (Millennium, #7)",Karin Smirnoff,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Suspense', 'Mystery Thriller', 'Contemporary']","368 pages, Hardcover",2022, 3.42 avg rating,"19,506 ratings","score: 10,828",115 people voted,https://www.goodreads.com/book/show/75523433-the-girl-in-the-eagle-s-talons
"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,"['Fantasy', 'Fiction', 'Audiobook', 'High Fantasy', 'Epic Fantasy', 'Magic', 'Adult']","590 pages, Hardcover",2007, 4.38 avg rating,"645,151 ratings","score: 10,816",128 people voted,https://www.goodreads.com/book/show/68429.The_Well_of_Ascension
"Lover Revealed (Black Dagger Brotherhood, #4)",J.R. Ward,"['Romance', 'Paranormal', 'Vampires', 'Paranormal Romance', 'Fantasy', 'Urban Fantasy', 'Adult']","482 pages, Mass Market Paperback",2007, 4.28 avg rating,"144,169 ratings","score: 10,814",145 people voted,https://www.goodreads.com/book/show/42898.Lover_Revealed
Cryptonomicon,Neal Stephenson,"['Fiction', 'Science Fiction', 'Historical Fiction', 'Cyberpunk', 'Thriller', 'Historical', 'War']","1152 pages, Mass Market Paperback",1999, 4.23 avg rating,"116,755 ratings","score: 10,810",130 people voted,https://www.goodreads.com/book/show/816.Cryptonomicon
The Marriage Portrait,Maggie O'Farrell,"['Historical Fiction', 'Fiction', 'Historical', 'Book Club', 'Audiobook', 'Italy', 'Literary Fiction']","355 pages, Hardcover",2022,really liked it 4.00 avg rating,"197,928 ratings","score: 10,807",114 people voted,https://www.goodreads.com/book/show/60353768-the-marriage-portrait
An Abundance of Katherines,John Green,"['Young Adult', 'Fiction', 'Romance', 'Contemporary', 'Realistic Fiction', 'Coming Of Age', 'Teen']","229 pages, Hardcover",2006, 3.51 avg rating,"549,052 ratings","score: 10,796",133 people voted,https://www.goodreads.com/book/show/49750.An_Abundance_of_Katherines
"The Edge of Never (The Edge of Never, #1)",J.A. Redmerski,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Fiction', 'Chick Lit']","426 pages, Paperback",2012, 4.22 avg rating,"150,033 ratings","score: 10,786",126 people voted,https://www.goodreads.com/book/show/16081272-the-edge-of-never
I Am the Messenger,Markus Zusak,"['Young Adult', 'Fiction', 'Mystery', 'Contemporary', 'Book Club', 'Realistic Fiction', 'Audiobook']","357 pages, Paperback",2002, 4.03 avg rating,"169,370 ratings","score: 10,770",128 people voted,https://www.goodreads.com/book/show/19057.I_Am_the_Messenger
Between Shades of Gray,Ruta Sepetys,"['Historical Fiction', 'Young Adult', 'Fiction', 'Historical', 'War', 'World War II', 'Book Club']","344 pages, Hardcover",2011, 4.37 avg rating,"274,989 ratings","score: 10,727",129 people voted,https://www.goodreads.com/book/show/7824322-between-shades-of-gray
Jude the Obscure,Thomas Hardy,"['Classics', 'Fiction', 'Literature', '19th Century', 'Victorian', 'Novels', 'British Literature']","310 pages, Paperback",1895, 3.83 avg rating,"75,800 ratings","score: 10,703",160 people voted,https://www.goodreads.com/book/show/50798.Jude_the_Obscure
Geek Love,Katherine Dunn,"['Fiction', 'Horror', 'Fantasy', 'Book Club', 'Contemporary', 'Literary Fiction', 'Novels']","348 pages, Paperback",1989, 3.95 avg rating,"72,679 ratings","score: 10,689",135 people voted,https://www.goodreads.com/book/show/13872.Geek_Love
"Mary Poppins (Mary Poppins, #1)",P.L. Travers,"['Classics', 'Fantasy', 'Childrens', 'Fiction', 'Audiobook', 'Middle Grade', 'Young Adult']","209 pages, Hardcover",1934, 4.01 avg rating,"140,547 ratings","score: 10,681",195 people voted,https://www.goodreads.com/book/show/152380.Mary_Poppins
"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,"['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Comedy', 'Audiobook', 'Classics']","250 pages, Paperback",1980, 4.20 avg rating,"314,931 ratings","score: 10,663",153 people voted,https://www.goodreads.com/book/show/8695.The_Restaurant_at_the_End_of_the_Universe
"Small Gods (Discworld, #13)",Terry Pratchett,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Religion']","389 pages, Paperback",1992, 4.32 avg rating,"132,992 ratings","score: 10,618",136 people voted,https://www.goodreads.com/book/show/34484.Small_Gods
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"['Self Help', 'Nonfiction', 'Business', 'Personal Development', 'Psychology', 'Leadership', 'Productivity']","372 pages, Paperback",1989, 4.16 avg rating,"816,939 ratings","score: 10,610",153 people voted,https://www.goodreads.com/book/show/36072.The_7_Habits_of_Highly_Effective_People
"The Passage (The Passage, #1)",Justin Cronin,"['Horror', 'Fiction', 'Science Fiction', 'Fantasy', 'Post Apocalyptic', 'Vampires', 'Dystopia']","773 pages, Hardcover",2010, 4.05 avg rating,"222,596 ratings","score: 10,564",132 people voted,https://www.goodreads.com/book/show/6690798-the-passage
"Haunting Adeline (Cat and Mouse, #1)",H.D. Carlton,"['Dark Romance', 'Romance', 'Dark', 'Smut', 'Thriller', 'Fantasy', 'Enemies To Lovers']","583 pages, Kindle Edition",2021, 3.94 avg rating,"865,461 ratings","score: 10,551",113 people voted,https://www.goodreads.com/book/show/58763686-haunting-adeline
"Lover Avenged (Black Dagger Brotherhood, #7)",J.R. Ward,"['Romance', 'Paranormal Romance', 'Paranormal', 'Vampires', 'Fantasy', 'Urban Fantasy', 'Adult']","527 pages, Hardcover",2009, 4.36 avg rating,"120,252 ratings","score: 10,547",141 people voted,https://www.goodreads.com/book/show/5098079-lover-avenged
"Winter (The Lunar Chronicles, #4)",Marissa Meyer,"['Fantasy', 'Young Adult', 'Science Fiction', 'Romance', 'Retellings', 'Dystopia', 'Fiction']","827 pages, Hardcover",2015, 4.41 avg rating,"309,807 ratings","score: 10,522",127 people voted,https://www.goodreads.com/book/show/13206900-winter
"Mort (Discworld, #4; Death, #1)",Terry Pratchett,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Audiobook', 'Science Fiction Fantasy', 'Magic']","243 pages, Mass Market Paperback",1987, 4.24 avg rating,"270,942 ratings","score: 10,501",140 people voted,https://www.goodreads.com/book/show/386372.Mort
The Moon Is a Harsh Mistress,Robert A. Heinlein,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Audiobook', 'Fantasy', 'Politics']","288 pages, Paperback",1966, 4.15 avg rating,"138,572 ratings","score: 10,499",135 people voted,https://www.goodreads.com/book/show/16690.The_Moon_Is_a_Harsh_Mistress
Keep It in the Family,John Marrs,"['Thriller', 'Mystery', 'Mystery Thriller', 'Fiction', 'Horror', 'Audiobook', 'Suspense']","380 pages, Kindle Edition",2022, 4.07 avg rating,"229,935 ratings","score: 10,491",111 people voted,https://www.goodreads.com/book/show/60109530-keep-it-in-the-family
Chasing the Devil: The Search for Africa's Fighting Spirit,Tim Butcher,"['Africa', 'Travel', 'Nonfiction', 'History', 'Liberia', 'Sierra Leone', 'Adventure']","1000 pages, Hardcover",2010, 4.13 avg rating,"1,954 ratings","score: 10,387",106 people voted,https://www.goodreads.com/book/show/7940583-chasing-the-devil
My Name Is Asher Lev,Chaim Potok,"['Fiction', 'Classics', 'Historical Fiction', 'Jewish', 'Book Club', 'Religion', 'Art']","369 pages, Paperback",1972, 4.24 avg rating,"43,397 ratings","score: 10,376",141 people voted,https://www.goodreads.com/book/show/11507.My_Name_Is_Asher_Lev
"Fire (Graceling Realm, #2)",Kristin Cashore,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Adventure', 'Magic']","480 pages, Hardcover",2009, 4.09 avg rating,"193,772 ratings","score: 10,350",140 people voted,https://www.goodreads.com/book/show/6137154-fire
"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,"['Fantasy', 'Romance', 'Romantasy', 'Fantasy Romance', 'Vampires', 'Enemies To Lovers', 'Fiction']","622 pages, ebook",2020, 4.21 avg rating,"834,454 ratings","score: 10,340",114 people voted,https://www.goodreads.com/book/show/52831200-from-blood-and-ash
The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,"['Nonfiction', 'Food', 'Science', 'Health', 'History', 'Nutrition', 'Environment']","450 pages, Hardcover",2006, 4.19 avg rating,"210,095 ratings","score: 10,311",136 people voted,https://www.goodreads.com/book/show/3109.The_Omnivore_s_Dilemma
Choke,Chuck Palahniuk,"['Fiction', 'Contemporary', 'Humor', 'Novels', 'Literature', 'Satire', 'Adult']","293 pages, Paperback",2001, 3.71 avg rating,"220,608 ratings","score: 10,309",135 people voted,https://www.goodreads.com/book/show/29059.Choke
Dandelion Wine,Ray Bradbury,"['Fiction', 'Classics', 'Science Fiction', 'Fantasy', 'Short Stories', 'Young Adult', 'Coming Of Age']","239 pages, Paperback",1957, 4.09 avg rating,"78,188 ratings","score: 10,296",137 people voted,https://www.goodreads.com/book/show/50033.Dandelion_Wine
On Earth We're Briefly Gorgeous,Ocean Vuong,"['Fiction', 'Poetry', 'LGBT', 'Contemporary', 'Queer', 'Literary Fiction', 'Book Club']","246 pages, Hardcover",2019, 4.01 avg rating,"399,636 ratings","score: 10,287",112 people voted,https://www.goodreads.com/book/show/41880609-on-earth-we-re-briefly-gorgeous
"A Dead and Stormy Night (Nevermore Bookshop Mysteries, #1)",Steffanie Holmes,"['Fantasy', 'Romance', 'Mystery', 'Paranormal', 'Magic', 'Urban Fantasy', 'Paranormal Romance']","302 pages, Kindle Edition",2019, 3.90 avg rating,"13,690 ratings","score: 10,284",109 people voted,https://www.goodreads.com/book/show/43594238-a-dead-and-stormy-night
The Portrait of a Lady,Henry James,"['Classics', 'Fiction', 'Literature', '19th Century', 'Historical Fiction', 'Romance', 'Novels']","797 pages, Paperback",1881, 3.80 avg rating,"85,007 ratings","score: 10,227",151 people voted,https://www.goodreads.com/book/show/264.The_Portrait_of_a_Lady
No Longer Human,Osamu Dazai,"['Classics', 'Fiction', 'Japanese Literature', 'Japan', 'Literature', 'Novels', 'Literary Fiction']","176 pages, Paperback",1948, 3.94 avg rating,"248,575 ratings","score: 10,192",108 people voted,https://www.goodreads.com/book/show/194746.No_Longer_Human
A Room of One’s Own,Virginia Woolf,"['Classics', 'Nonfiction', 'Feminism', 'Essays', 'Philosophy', 'Writing', 'Literature']","112 pages, Paperback",1929, 4.22 avg rating,"257,823 ratings","score: 10,166",144 people voted,https://www.goodreads.com/book/show/18521.A_Room_of_One_s_Own
The Long Walk,Richard  Bachman,"['Horror', 'Fiction', 'Dystopia', 'Thriller', 'Science Fiction', 'Audiobook', 'Fantasy']","370 pages, Mass Market Paperback",1978, 4.02 avg rating,"269,086 ratings","score: 10,152",128 people voted,https://www.goodreads.com/book/show/9014.The_Long_Walk
