book_name,author,genres_list,pages_format,first_published_year,rating,ratings_count,score,votes,book_url
"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"['Fantasy', 'Fiction', 'Classics', 'Adventure', 'High Fantasy', 'Audiobook', 'Epic Fantasy']","385 pages, Mass Market Paperback",1955, 4.58 avg rating,"1,033,333 ratings","score: 24,887",341 people voted,https://www.goodreads.com/book/show/838729.The_Return_of_the_King
Nineteen Minutes,Jodi Picoult,"['Fiction', 'Contemporary', 'Book Club', 'Drama', 'Chick Lit', 'Young Adult', 'Adult']","440 pages, Hardcover",2007, 4.18 avg rating,"419,271 ratings","score: 24,787",310 people voted,https://www.goodreads.com/book/show/14866.Nineteen_Minutes
Pet Sematary,Stephen  King,"['Horror', 'Fiction', 'Thriller', 'Audiobook', 'Fantasy', 'Paranormal', 'Horror Thriller']","580 pages, Kindle Edition",1983, 4.08 avg rating,"694,118 ratings","score: 24,766",336 people voted,https://www.goodreads.com/book/show/33124137-pet-sematary
"The Chosen (Reuven Malter, #1)",Chaim Potok,"['Fiction', 'Classics', 'Historical Fiction', 'Young Adult', 'Jewish', 'Religion', 'Book Club']","291 pages, Mass Market Paperback",1967, 4.07 avg rating,"97,102 ratings","score: 24,750",336 people voted,https://www.goodreads.com/book/show/187181.The_Chosen
"In Cold Blood by Truman Capote [Random,2002]",Truman Capote,"['Nonfiction', 'Classics', 'True Crime', 'Crime', 'Mystery', 'History', 'Book Club']",Hardcover,1966, 4.09 avg rating,"725,474 ratings","score: 24,714",274 people voted,https://www.goodreads.com/book/show/143416043-in-cold-blood-by-truman-capote-random-2002
"Neuromancer (Sprawl, #1)",William Gibson,"['Science Fiction', 'Fiction', 'Cyberpunk', 'Classics', 'Dystopia', 'Science Fiction Fantasy', 'Fantasy']","268 pages, Kindle Edition",1984, 3.89 avg rating,"362,378 ratings","score: 24,665",306 people voted,https://www.goodreads.com/book/show/6088007-neuromancer
Shantaram,Gregory David Roberts,"['Fiction', 'India', 'Travel', 'Adventure', 'Historical Fiction', 'Novels', 'Contemporary']","936 pages, Paperback",2003, 4.28 avg rating,"238,324 ratings","score: 24,647",280 people voted,https://www.goodreads.com/book/show/33600.Shantaram
The Tesseract,Alex Garland,"['Fiction', 'Thriller', 'Contemporary', 'Crime', 'Novels', 'Mystery Thriller', 'Mystery']","273 pages, Hardcover",1999, 3.35 avg rating,"8,094 ratings","score: 24,622",273 people voted,https://www.goodreads.com/book/show/243257.The_Tesseract
A Christmas Carol,Charles Dickens,"['Classics', 'Fiction', 'Christmas', 'Fantasy', 'Audiobook', 'Literature', 'Historical Fiction']","184 pages, Paperback",1843, 4.09 avg rating,"927,800 ratings","score: 24,610",355 people voted,https://www.goodreads.com/book/show/5326.A_Christmas_Carol
"I, Robot (Robot, #0.1)",Isaac Asimov,"['Science Fiction', 'Fiction', 'Classics', 'Short Stories', 'Science Fiction Fantasy', 'Audiobook', 'Fantasy']","224 pages, Hardcover",1950, 4.21 avg rating,"377,535 ratings","score: 24,585",341 people voted,https://www.goodreads.com/book/show/41804.I_Robot
"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Dragons', 'Audiobook']","1125 pages, Kindle Edition",2011, 4.34 avg rating,"735,698 ratings","score: 24,463",323 people voted,https://www.goodreads.com/book/show/10664113-a-dance-with-dragons
Houdini Heart,Ki Longfellow,"['Horror', 'Fantasy', 'Fiction', 'Mystery', 'Magical Realism', 'Gothic', 'Literature']","254 pages, Paperback",2011, 3.84 avg rating,"5,452 ratings","score: 24,357",253 people voted,https://www.goodreads.com/book/show/11324204-houdini-heart
The Reader,Bernhard Schlink,"['Fiction', 'Historical Fiction', 'Classics', 'German Literature', 'Romance', 'Holocaust', 'Historical']","216 pages, Hardcover",1995, 3.79 avg rating,"230,539 ratings","score: 24,321",342 people voted,https://www.goodreads.com/book/show/101299.The_Reader
Redeeming Love,Francine  Rivers,"['Romance', 'Christian', 'Christian Fiction', 'Fiction', 'Historical Fiction', 'Historical', 'Historical Romance']","479 pages, Paperback",1991, 4.51 avg rating,"369,100 ratings","score: 24,304",276 people voted,https://www.goodreads.com/book/show/11422.Redeeming_Love
"The Lost Symbol (Robert Langdon, #3)",Dan    Brown,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Suspense', 'Adventure', 'Historical Fiction']","509 pages, Hardcover",2009, 3.76 avg rating,"652,293 ratings","score: 24,076",311 people voted,https://www.goodreads.com/book/show/6411961-the-lost-symbol
"The Wicked King (The Folk of the Air, #2)",Holly Black,"['Fantasy', 'Young Adult', 'Romance', 'Enemies To Lovers', 'Fae', 'Romantasy', 'Fiction']","336 pages, ebook",2019, 4.27 avg rating,"1,058,627 ratings","score: 23,874",273 people voted,https://www.goodreads.com/book/show/26032887-the-wicked-king
The Winter of Frankie Machine,Don Winslow,"['Crime', 'Fiction', 'Thriller', 'Mystery', 'Mystery Thriller', 'Noir', 'Audiobook']","320 pages, Hardcover",2006, 4.19 avg rating,"13,385 ratings","score: 23,865",265 people voted,https://www.goodreads.com/book/show/164760.The_Winter_of_Frankie_Machine
Tokyo: The Devil of Nanking,Mo Hayder,"['Horror', 'Thriller', 'Fiction', 'Mystery', 'Historical Fiction', 'Crime', 'Japan']","496 pages, Paperback",2004, 3.94 avg rating,"13,209 ratings","score: 23,806",264 people voted,https://www.goodreads.com/book/show/6347010-tokyo
"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,"['Fantasy', 'Young Adult', 'Romance', 'Enemies To Lovers', 'Fae', 'Romantasy', 'Young Adult Fantasy']","321 pages, ebook",2019, 4.33 avg rating,"953,968 ratings","score: 23,565",270 people voted,https://www.goodreads.com/book/show/26032912-the-queen-of-nothing
Libra,Don DeLillo,"['Fiction', 'Historical Fiction', 'Novels', 'Literature', 'American', 'Literary Fiction', 'Politics']","480 pages, Paperback",1988, 4.05 avg rating,"21,103 ratings","score: 23,513",261 people voted,https://www.goodreads.com/book/show/400.Libra
The Age of Innocence,Edith Wharton,"['Classics', 'Fiction', 'Historical Fiction', 'Romance', 'Literature', 'Book Club', 'American']","293 pages, Paperback",1920, 3.97 avg rating,"194,762 ratings","score: 23,310",325 people voted,https://www.goodreads.com/book/show/53835.The_Age_of_Innocence
"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,"['Fiction', 'Fantasy', 'Young Adult', 'Childrens', 'Middle Grade', 'Mystery', 'Audiobook']","162 pages, Paperback",1999, 4.02 avg rating,"567,923 ratings","score: 23,261",307 people voted,https://www.goodreads.com/book/show/78411.The_Bad_Beginning
"Angels & Demons (Robert Langdon, #1)",Dan    Brown,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Suspense', 'Adventure', 'Crime']","736 pages, Paperback",2000, 3.95 avg rating,"3,383,737 ratings","score: 23,224",301 people voted,https://www.goodreads.com/book/show/960.Angels_Demons
Dubliners,James Joyce,"['Classics', 'Fiction', 'Short Stories', 'Ireland', 'Literature', 'Irish Literature', '20th Century']","352 pages, Paperback",1914, 3.83 avg rating,"175,025 ratings","score: 23,191",325 people voted,https://www.goodreads.com/book/show/11012.Dubliners
The Republic,Plato,"['Philosophy', 'Classics', 'Nonfiction', 'Politics', 'History', 'School', 'Literature']","416 pages, Paperback",401, 3.97 avg rating,"224,952 ratings","score: 23,170",340 people voted,https://www.goodreads.com/book/show/30289.The_Republic
The Silent Patient,Alex Michaelides,"['Thriller', 'Mystery', 'Fiction', 'Book Club', 'Mystery Thriller', 'Audiobook', 'Suspense']","336 pages, Hardcover",2019, 4.17 avg rating,"3,190,140 ratings","score: 23,070",265 people voted,https://www.goodreads.com/book/show/40097951-the-silent-patient
The Waste Land,T.S. Eliot,"['Poetry', 'Classics', 'Fiction', 'Literature', '20th Century', 'School', 'American']","288 pages, Paperback",1922, 4.11 avg rating,"58,964 ratings","score: 22,909",322 people voted,https://www.goodreads.com/book/show/34080.The_Waste_Land
"Voyager (Outlander, #3)",Diana Gabaldon,"['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Outlander']","870 pages, Paperback",1993, 4.39 avg rating,"329,746 ratings","score: 22,404",288 people voted,https://www.goodreads.com/book/show/10987.Voyager
"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Vampires']","541 pages, Hardcover",2009, 4.27 avg rating,"1,012,338 ratings","score: 22,362",296 people voted,https://www.goodreads.com/book/show/3777732-city-of-glass
Sense and Sensibility,Jane Austen,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Literature', 'Audiobook', 'Historical']","409 pages, Paperback",1811, 4.09 avg rating,"1,289,674 ratings","score: 22,320",312 people voted,https://www.goodreads.com/book/show/14935.Sense_and_Sensibility
The Twilight Collection,Stephenie Meyer,"['Fantasy', 'Young Adult', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance']","1690 pages, Hardcover",2007, 3.82 avg rating,"47,351 ratings","score: 22,312",286 people voted,https://www.goodreads.com/book/show/690926.The_Twilight_Collection
"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"['Fantasy', 'Fiction', 'Classics', 'Adventure', 'Audiobook', 'High Fantasy', 'Epic Fantasy']","447 pages, Mass Market Paperback",1954, 4.50 avg rating,"1,116,708 ratings","score: 22,203",312 people voted,https://www.goodreads.com/book/show/222910.The_Two_Towers
The Jungle,Upton Sinclair,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Politics', 'School', 'Banned Books']","335 pages, Paperback",1906, 3.78 avg rating,"154,217 ratings","score: 22,017",307 people voted,https://www.goodreads.com/book/show/41681.The_Jungle
"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,"['Romance', 'Paranormal', 'Vampires', 'Paranormal Romance', 'Fantasy', 'Urban Fantasy', 'Adult']","434 pages, Mass Market Paperback",2006, 4.43 avg rating,"188,909 ratings","score: 21,848",266 people voted,https://www.goodreads.com/book/show/42900.Lover_Awakened
Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,"['Fiction', 'Chick Lit', 'Book Club', 'Contemporary', 'Adult Fiction', 'Historical Fiction', 'Southern']","383 pages, Paperback",1996, 3.86 avg rating,"567,997 ratings","score: 21,846",322 people voted,https://www.goodreads.com/book/show/137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood
"Betrayed (House of Night, #2)",P.C. Cast,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Fiction', 'Supernatural']","310 pages, Paperback",2007, 3.92 avg rating,"279,500 ratings","score: 21,786",285 people voted,https://www.goodreads.com/book/show/676924.Betrayed
Me Talk Pretty One Day,David Sedaris,"['Nonfiction', 'Humor', 'Memoir', 'Essays', 'Short Stories', 'Comedy', 'Audiobook']","272 pages, Paperback",2000, 4.01 avg rating,"719,213 ratings","score: 21,776",295 people voted,https://www.goodreads.com/book/show/4137.Me_Talk_Pretty_One_Day
The Pearl,John Steinbeck,"['Classics', 'Fiction', 'Literature', 'School', 'Historical Fiction', 'American', 'Novels']","96 pages, Paperback",1947, 3.56 avg rating,"269,730 ratings","score: 21,721",340 people voted,https://www.goodreads.com/book/show/5308.The_Pearl
"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,"['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Childrens', 'Christian', 'Middle Grade']","288 pages, Paperback",1956, 4.01 avg rating,"304,102 ratings","score: 21,700",319 people voted,https://www.goodreads.com/book/show/84369.The_Last_Battle
Snow Falling on Cedars,David Guterson,"['Fiction', 'Historical Fiction', 'Mystery', 'Book Club', 'Historical', 'Literary Fiction', 'Classics']","460 pages, Paperback",1994, 3.86 avg rating,"193,956 ratings","score: 21,683",319 people voted,https://www.goodreads.com/book/show/77142.Snow_Falling_on_Cedars
"Untamed (House of Night, #4)",P.C. Cast,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Supernatural']","338 pages, Paperback",2008, 3.94 avg rating,"244,620 ratings","score: 21,497",280 people voted,https://www.goodreads.com/book/show/2866718-untamed
"I, Claudius (Claudius, #1)",Robert Graves,"['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Literature', 'Novels', 'Italy']","469 pages, Paperback",1934, 4.24 avg rating,"72,904 ratings","score: 21,466",292 people voted,https://www.goodreads.com/book/show/18765.I_Claudius
"The Exorcist (The Exorcist, #1)",William Peter Blatty,"['Horror', 'Fiction', 'Classics', 'Thriller', 'Paranormal', 'Audiobook', 'Supernatural']","385 pages, Mass Market Paperback",1971, 4.21 avg rating,"270,066 ratings","score: 21,438",313 people voted,https://www.goodreads.com/book/show/179780.The_Exorcist
"The Elite (The Selection, #2)",Kiera Cass,"['Romance', 'Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Audiobook', 'Royalty']","336 pages, Hardcover",2013, 3.94 avg rating,"866,949 ratings","score: 21,437",268 people voted,https://www.goodreads.com/book/show/16248068-the-elite
"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Audiobook', 'High Fantasy', 'Adult', 'Magic']","1088 pages, Hardcover",2014, 4.76 avg rating,"481,116 ratings","score: 21,411",230 people voted,https://www.goodreads.com/book/show/17332218-words-of-radiance
Everything is Illuminated,Jonathan Safran Foer,"['Fiction', 'Historical Fiction', 'Contemporary', 'Novels', 'Book Club', 'Magical Realism', 'Literary Fiction']","276 pages, Paperback",2002, 3.89 avg rating,"183,678 ratings","score: 21,367",264 people voted,https://www.goodreads.com/book/show/256566.Everything_is_Illuminated
Macbeth,William Shakespeare,"['Classics', 'Plays', 'Fiction', 'Shakespeare', 'School', 'Drama', 'Read For School']","249 pages, Mass Market Paperback",1623, 3.89 avg rating,"1,014,331 ratings","score: 21,103",286 people voted,https://www.goodreads.com/book/show/8852.Macbeth
"We Need to Talk About Kevin by Shriver, Lionel. (Harper Perennial,2006) [Paperback]",Lionel Shriver,"['Fiction', 'Book Club', 'Thriller', 'Contemporary', 'Horror', 'Crime', 'Drama']",Paperback,2003, 4.08 avg rating,"211,759 ratings","score: 21,097",235 people voted,https://www.goodreads.com/book/show/130739876-we-need-to-talk-about-kevin-by-shriver-lionel-harper-perennial-2006
A Room with a View,E.M. Forster,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Italy', 'Literature', 'British Literature']","119 pages, Paperback",1908, 3.89 avg rating,"201,054 ratings","score: 21,092",320 people voted,https://www.goodreads.com/book/show/3087.A_Room_with_a_View
World War Z: An Oral History of the Zombie War,Max Brooks,"['Horror', 'Fiction', 'Zombies', 'Science Fiction', 'Fantasy', 'Post Apocalyptic', 'Audiobook']","342 pages, Hardcover",2006, 4.02 avg rating,"565,170 ratings","score: 21,039",269 people voted,https://www.goodreads.com/book/show/8908.World_War_Z
"Unravel Me (Shatter Me, #2)",Tahereh Mafi,"['Fantasy', 'Dystopia', 'Young Adult', 'Romance', 'Science Fiction', 'Fiction', 'Enemies To Lovers']","480 pages, Hardcover",2013, 4.10 avg rating,"752,050 ratings","score: 21,023",251 people voted,https://www.goodreads.com/book/show/13104080-unravel-me
"The 5th Wave (The 5th Wave, #1)",Rick Yancey,"['Young Adult', 'Science Fiction', 'Dystopia', 'Fiction', 'Fantasy', 'Aliens', 'Romance']","457 pages, Hardcover",2013,really liked it 4.00 avg rating,"478,885 ratings","score: 20,891",254 people voted,https://www.goodreads.com/book/show/16101128-the-5th-wave
"A Discovery of Witches (All Souls, #1)",Deborah Harkness,"['Fantasy', 'Romance', 'Fiction', 'Paranormal', 'Vampires', 'Witches', 'Magic']","592 pages, Hardcover",2011, 4.02 avg rating,"554,282 ratings","score: 20,843",248 people voted,https://www.goodreads.com/book/show/8667848-a-discovery-of-witches
The War of the Worlds,H.G. Wells,"['Classics', 'Science Fiction', 'Fiction', 'Fantasy', 'Horror', 'Audiobook', 'Science Fiction Fantasy']","192 pages, Paperback",1898, 3.83 avg rating,"348,221 ratings","score: 20,776",314 people voted,https://www.goodreads.com/book/show/8909.The_War_of_the_Worlds
"A ​Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas,"['Fantasy', 'Romance', 'Romantasy', 'Fiction', 'Fae', 'Audiobook', 'Fantasy Romance']","757 pages, Hardcover",2021, 4.45 avg rating,"2,038,667 ratings","score: 20,717",234 people voted,https://www.goodreads.com/book/show/53138095-a-court-of-silver-flames
Bleak House,Charles Dickens,"['Classics', 'Fiction', 'Literature', '19th Century', 'Historical Fiction', 'Victorian', 'Novels']","1017 pages, Paperback",1853, 4.02 avg rating,"113,844 ratings","score: 20,501",286 people voted,https://www.goodreads.com/book/show/31242.Bleak_House
"Chosen (House of Night, #3)",P.C. Cast,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Fiction', 'Supernatural']","307 pages, Paperback",2008, 3.91 avg rating,"254,249 ratings","score: 20,367",269 people voted,https://www.goodreads.com/book/show/1326258.Chosen
"Unwind (Unwind, #1)",Neal Shusterman,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Horror', 'Thriller']","337 pages, Hardcover",2007, 4.17 avg rating,"248,400 ratings","score: 20,136",237 people voted,https://www.goodreads.com/book/show/764347.Unwind
The Woman in White,Wilkie Collins,"['Classics', 'Mystery', 'Fiction', 'Gothic', 'Horror', '19th Century', 'Victorian']","672 pages, Paperback",1859, 4.01 avg rating,"165,575 ratings","score: 20,099",289 people voted,https://www.goodreads.com/book/show/5890.The_Woman_in_White
The Complete Poems of Emily Dickinson,Emily Dickinson,"['Poetry', 'Classics', 'Fiction', 'Literature', '19th Century', 'American', 'Classic Literature']","716 pages, Paperback",1890, 4.28 avg rating,"106,556 ratings","score: 20,074",313 people voted,https://www.goodreads.com/book/show/112204.The_Complete_Poems_of_Emily_Dickinson
Brideshead Revisited,Evelyn Waugh,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Novels', 'Dark Academia', 'British Literature']","351 pages, Paperback",1945,really liked it 4.00 avg rating,"126,169 ratings","score: 20,043",271 people voted,https://www.goodreads.com/book/show/30933.Brideshead_Revisited
North and South,Elizabeth Gaskell,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Historical', '19th Century', 'Victorian']","521 pages, Paperback",1855, 4.15 avg rating,"182,608 ratings","score: 19,984",261 people voted,https://www.goodreads.com/book/show/156538.North_and_South
"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Magic', 'High Fantasy']","358 pages, Hardcover",2012, 3.92 avg rating,"1,097,350 ratings","score: 19,964",241 people voted,https://www.goodreads.com/book/show/10194157-shadow-and-bone
انتحار فاشل,أحمد جمال الدين رمضان,"['Short Stories', 'Fiction', 'Literature', 'Novels', 'Anthologies', 'Collections']","175 pages, Paperback",2016, 4.54 avg rating,"3,320 ratings","score: 19,943",203 people voted,https://www.goodreads.com/book/show/30528535
"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,"['Fantasy', 'Romance', 'Young Adult', 'Romantasy', 'Fiction', 'Fae', 'New Adult']","689 pages, Hardcover",2016, 4.63 avg rating,"1,203,944 ratings","score: 19,852",234 people voted,https://www.goodreads.com/book/show/28260587-empire-of-storms
"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"['Science Fiction', 'Fiction', 'Classics', 'Audiobook', 'Space', 'Science Fiction Fantasy', 'Fantasy']","297 pages, Paperback",1968, 4.18 avg rating,"335,199 ratings","score: 19,846",267 people voted,https://www.goodreads.com/book/show/70535.2001
Ugly Love,Colleen Hoover,"['Romance', 'Colleen Hoover', 'Contemporary', 'New Adult', 'Fiction', 'Contemporary Romance', 'Audiobook']","330 pages, Kindle Edition",2014, 3.99 avg rating,"2,280,338 ratings","score: 19,758",220 people voted,https://www.goodreads.com/book/show/17788401-ugly-love
"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"['Fantasy', 'Fiction', 'Audiobook', 'Adventure', 'High Fantasy', 'Adult', 'Epic Fantasy']","752 pages, Kindle Edition",2006, 4.30 avg rating,"338,662 ratings","score: 19,701",222 people voted,https://www.goodreads.com/book/show/29588376-the-lies-of-locke-lamora
The God Delusion,Richard Dawkins,"['Nonfiction', 'Religion', 'Science', 'Philosophy', 'Atheism', 'Audiobook', 'Psychology']","374 pages, Hardcover",2006, 3.90 avg rating,"282,503 ratings","score: 19,648",250 people voted,https://www.goodreads.com/book/show/14743.The_God_Delusion
العصبي,أحمد جمال الدين رمضان,"['Short Stories', 'Fiction', 'Literature', 'Novels', 'Anthologies', 'Ebooks']","165 pages, Paperback",2016, 4.59 avg rating,"2,893 ratings","score: 19,551",199 people voted,https://www.goodreads.com/book/show/30528544
The Left Hand of Darkness,Ursula K. Le Guin,"['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Book Club', 'Science Fiction Fantasy', 'Queer']","304 pages, Paperback",1969, 4.10 avg rating,"218,505 ratings","score: 19,417",246 people voted,https://www.goodreads.com/book/show/18423.The_Left_Hand_of_Darkness
Of Human Bondage,W. Somerset Maugham,"['Classics', 'Fiction', 'Literature', 'Novels', 'Romance', 'British Literature', 'Literary Fiction']","684 pages, Mass Market Paperback",1915, 4.16 avg rating,"61,367 ratings","score: 19,415",271 people voted,https://www.goodreads.com/book/show/31548.Of_Human_Bondage
"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,"['Romance', 'Fiction', 'LGBT', 'Queer', 'Contemporary', 'Audiobook', 'Gay']","248 pages, Paperback",2007, 4.10 avg rating,"590,808 ratings","score: 19,415",212 people voted,https://www.goodreads.com/book/show/36336078-call-me-by-your-name
"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,"['Romance', 'Graphic Novels', 'LGBT', 'Young Adult', 'Queer', 'Contemporary', 'Comics']","288 pages, Paperback",2018, 4.42 avg rating,"878,024 ratings","score: 19,407",220 people voted,https://www.goodreads.com/book/show/40495957-heartstopper
"The Iron King (The Iron Fey, #1)",Julie Kagawa,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Fae', 'Fairies', 'Urban Fantasy']","363 pages, Paperback",2010, 3.87 avg rating,"218,300 ratings","score: 19,386",237 people voted,https://www.goodreads.com/book/show/6644117-the-iron-king
Snow Crash,Neal Stephenson,"['Science Fiction', 'Fiction', 'Cyberpunk', 'Fantasy', 'Dystopia', 'Science Fiction Fantasy', 'Audiobook']","559 pages, Kindle Edition",1992, 4.01 avg rating,"297,094 ratings","score: 19,190",226 people voted,https://www.goodreads.com/book/show/40651883-snow-crash
Much Ado About Nothing,William Shakespeare,"['Classics', 'Plays', 'Shakespeare', 'Fiction', 'Drama', 'Romance', 'School']","249 pages, Paperback",1598, 4.06 avg rating,"257,861 ratings","score: 19,169",286 people voted,https://www.goodreads.com/book/show/12957.Much_Ado_About_Nothing
Those Empty Eyes,Charlie Donlea,"['Thriller', 'Mystery', 'Mystery Thriller', 'Fiction', 'Suspense', 'Crime', 'Book Club']","368 pages, Hardcover",2023, 4.15 avg rating,"90,437 ratings","score: 19,110",201 people voted,https://www.goodreads.com/book/show/62984900-those-empty-eyes
Vanity Fair,William Makepeace Thackeray,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', '19th Century', 'Romance', 'British Literature']","867 pages, Paperback",1847, 3.81 avg rating,"132,949 ratings","score: 19,080",275 people voted,https://www.goodreads.com/book/show/5797.Vanity_Fair
"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,"['Horror', 'Fantasy', 'Fiction', 'Paranormal', 'Witches', 'Supernatural', 'Gothic']","1216 pages, Paperback",1990, 4.10 avg rating,"124,052 ratings","score: 19,046",256 people voted,https://www.goodreads.com/book/show/11901.The_Witching_Hour
The Love Hypothesis,Ali Hazelwood,"['Romance', 'Contemporary', 'Fiction', 'Fake Dating', 'Contemporary Romance', 'Audiobook', 'Adult']","400 pages, Paperback",2021, 4.10 avg rating,"1,856,020 ratings","score: 19,025",210 people voted,https://www.goodreads.com/book/show/56732449-the-love-hypothesis
"Bloodlines (Bloodlines, #1)",Richelle Mead,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Urban Fantasy', 'Magic']","432 pages, Hardcover",2011, 4.20 avg rating,"190,868 ratings","score: 18,989",242 people voted,https://www.goodreads.com/book/show/8709527-bloodlines
"Caraval (Caraval, #1)",Stephanie Garber,"['Fantasy', 'Young Adult', 'Romance', 'Romantasy', 'Fiction', 'Mystery', 'Magic']","407 pages, Hardcover",2016, 3.97 avg rating,"859,005 ratings","score: 18,945",208 people voted,https://www.goodreads.com/book/show/27883214-caraval
"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure']","836 pages, Mass Market Paperback",1994, 4.12 avg rating,"253,307 ratings","score: 18,940",227 people voted,https://www.goodreads.com/book/show/43889.Wizard_s_First_Rule
"Powerless (The Powerless Trilogy, #1)",Lauren  Roberts,"['Fantasy', 'Romance', 'Romantasy', 'Young Adult', 'Enemies To Lovers', 'Fantasy Romance', 'Audiobook']","526 pages, Kindle Edition",2023, 4.16 avg rating,"901,725 ratings","score: 18,915",199 people voted,https://www.goodreads.com/book/show/75513900-powerless
A Man Called Ove,Fredrik Backman,"['Fiction', 'Book Club', 'Contemporary', 'Audiobook', 'Humor', 'Adult', 'Literary Fiction']","337 pages, Hardcover",2012, 4.38 avg rating,"1,202,561 ratings","score: 18,838",219 people voted,https://www.goodreads.com/book/show/18774964-a-man-called-ove
Far From the Madding Crowd,Thomas Hardy,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Literature', '19th Century', 'Victorian']","433 pages, Paperback",1874, 3.97 avg rating,"165,703 ratings","score: 18,832",270 people voted,https://www.goodreads.com/book/show/31463.Far_From_the_Madding_Crowd
Johnny Got His Gun,Dalton Trumbo,"['Fiction', 'Classics', 'War', 'Historical Fiction', 'Horror', 'Literature', 'Novels']","309 pages, Paperback",1939, 4.21 avg rating,"48,503 ratings","score: 18,793",232 people voted,https://www.goodreads.com/book/show/51606.Johnny_Got_His_Gun
A Monster Calls,Patrick Ness,"['Fantasy', 'Young Adult', 'Fiction', 'Horror', 'Middle Grade', 'Contemporary', 'Magical Realism']","237 pages, Paperback",2011, 4.35 avg rating,"289,041 ratings","score: 18,695",212 people voted,https://www.goodreads.com/book/show/25480342-a-monster-calls
Daisy Jones & The Six,Taylor Jenkins Reid,"['Fiction', 'Historical Fiction', 'Audiobook', 'Romance', 'Book Club', 'Contemporary', 'Music']","368 pages, Hardcover",2019, 4.20 avg rating,"1,833,834 ratings","score: 18,691",208 people voted,https://www.goodreads.com/book/show/40597810-daisy-jones-the-six
Verity,Colleen Hoover,"['Thriller', 'Romance', 'Mystery', 'Fiction', 'Colleen Hoover', 'Mystery Thriller', 'Book Club']","336 pages, ebook",2018, 4.29 avg rating,"3,727,537 ratings","score: 18,616",207 people voted,https://www.goodreads.com/book/show/59344312-verity
"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"['Science Fiction', 'Fiction', 'Fantasy', 'Space Opera', 'Audiobook', 'Science Fiction Fantasy', 'Horror']","500 pages, Mass Market Paperback",1989, 4.27 avg rating,"296,477 ratings","score: 18,481",218 people voted,https://www.goodreads.com/book/show/77566.Hyperion
